unique.cellid,unique.drugid
NCI-H2030,oligomycin a
NCI-H2052,oligomycin a
NCI-H2073,oligomycin a
NCI-H2081,oligomycin a
NCI-H2087,oligomycin a
NCI-H209,oligomycin a
NCI-H2107,oligomycin a
NCI-H2110,oligomycin a
NCI-H2122,oligomycin a
NCI-H2126,oligomycin a
NCI-H2141,oligomycin a
NCI-H2170,oligomycin a
NCI-H2171,oligomycin a
NCI-H2172,oligomycin a
NCI-H2196,oligomycin a
NCI-H2228,oligomycin a
NCI-H226,oligomycin a
NCI-H2286,oligomycin a
NCI-H23,oligomycin a
NCI-H2342,oligomycin a
NCI-H2347,oligomycin a
NCI-H2405,oligomycin a
NCI-H28,oligomycin a
NCI-H292,oligomycin a
NCI-H295,oligomycin a
NCI-H322,oligomycin a
NCI-H3255,oligomycin a
NCI-H358,oligomycin a
NCI-H441,oligomycin a
NCI-H446,oligomycin a
NCI-H460,oligomycin a
NCI-H508,oligomycin a
NCI-H510A,oligomycin a
NCI-H520,oligomycin a
NCI-H522,oligomycin a
NCI-H524,oligomycin a
NCI-H526,oligomycin a
NCI-H596,oligomycin a
NCI-H630,oligomycin a
NCI-H650,oligomycin a
NCI-H660,oligomycin a
NCI-H661,oligomycin a
NCI-H69,oligomycin a
NCI-H716,oligomycin a
NCI-H720,oligomycin a
NCI-H727,oligomycin a
NCI-H747,oligomycin a
NCI-H748,oligomycin a
NCI-H810,oligomycin a
NCI-H82,oligomycin a
NCI-H838,oligomycin a
NCI-H841,oligomycin a
NCI-N87,oligomycin a
NCI-SNU-1,oligomycin a
NCI-SNU-16,oligomycin a
NCI-SNU-5,oligomycin a
NOMO-1,oligomycin a
NU-DUL-1,oligomycin a
NUGC-4,oligomycin a
OAW-28,oligomycin a
OAW-42,oligomycin a
OC-314,oligomycin a
OCI-AML3,oligomycin a
OCI-LY-7,oligomycin a
OCI-LY10,oligomycin a
OCI-LY3,oligomycin a
OCUB-M,oligomycin a
OV-90,oligomycin a
OV56,oligomycin a
OV7,oligomycin a
OVCA 420,oligomycin a
OVCAR-3,oligomycin a
OVCAR-4,oligomycin a
OVCAR-5,oligomycin a
OVCAR-8,oligomycin a
OVK18,oligomycin a
P30-OHK,oligomycin a
P31-FUJ,oligomycin a
P3HR-1,oligomycin a
PA-TU-8902,oligomycin a
Panc 02.03,oligomycin a
Panc 02.13,oligomycin a
Panc 03.27,oligomycin a
Panc 04.03,oligomycin a
Panc 05.04,oligomycin a
Panc 08.13,oligomycin a
Panc 10.05,oligomycin a
PC-3,oligomycin a
PE/CA-PJ15,oligomycin a
PE/CA-PJ34 (clone C12),oligomycin a
PE/CA-PJ41 (clone D2),oligomycin a
PE/CA-PJ49,oligomycin a
PE01,oligomycin a
PL-21,oligomycin a
PL45,oligomycin a
PLC-PRF-5,oligomycin a
QGP-1,oligomycin a
Raji,oligomycin a
RCH-ACV,oligomycin a
RCM-1,oligomycin a
RD-ES,oligomycin a
REC-1,oligomycin a
REH,oligomycin a
RERF-LC-KJ,oligomycin a
RKO-E6,oligomycin a
RL95-2,oligomycin a
RMG-I,oligomycin a
RMUG-S,oligomycin a
RPMI-2650,oligomycin a
RPMI-6666,oligomycin a
RPMI-8226,oligomycin a
RS4;11,oligomycin a
RWPE1,oligomycin a
RXF393,oligomycin a
Saos-2,oligomycin a
SC-1,oligomycin a
SCaBER,oligomycin a
SCC-15,oligomycin a
SCC-25,oligomycin a
SCC-4,oligomycin a
SCC-9,oligomycin a
SCLC-21H,oligomycin a
Set-2,oligomycin a
SF268,oligomycin a
SF295,oligomycin a
SF539,oligomycin a
SH-10-TC,oligomycin a
SH-4,oligomycin a
SHP-77,oligomycin a
SiHa,oligomycin a
SJSA-1,oligomycin a
SK-BR-3,oligomycin a
SK-BR-5,oligomycin a
SK-BR-7,oligomycin a
SK-CO-1,oligomycin a
SK-LMS-1,oligomycin a
SK-LU-1,oligomycin a
SK-MEL-1,oligomycin a
SK-MEL-2,oligomycin a
SK-MEL-28,oligomycin a
SK-MEL-3,oligomycin a
SK-MEL-5,oligomycin a
SK-MES-1,oligomycin a
SK-N-AS,oligomycin a
SK-N-BE(2),oligomycin a
SK-N-DZ,oligomycin a
SK-N-FI,oligomycin a
SK-NEP-1,oligomycin a
SK-OV-3,oligomycin a
SK-UT-1,oligomycin a
SKM-1,oligomycin a
SN12C,oligomycin a
SNB19,oligomycin a
SNB75,oligomycin a
SNG-M,oligomycin a
SNU-1,oligomycin a
SNU-1040,oligomycin a
SNU-16,oligomycin a
SNU-175,oligomycin a
SNU-182,oligomycin a
SNU-387,oligomycin a
SNU-398,oligomycin a
SNU-423,oligomycin a
SNU-449,oligomycin a
SNU-475,oligomycin a
SNU-5,oligomycin a
SNU-61,oligomycin a
SNU-81,oligomycin a
SNU-840,oligomycin a
SNU-C2A,oligomycin a
SNU-C4,oligomycin a
SNU-C5,oligomycin a
Sq-1,oligomycin a
SR,oligomycin a
SU-DHL-10,oligomycin a
SU-DHL-16,oligomycin a
SU-DHL-4,oligomycin a
SU-DHL-5,oligomycin a
SU-DHL-6,oligomycin a
SU.86.86,oligomycin a
SUIT-2,oligomycin a
SUM 1315M02,oligomycin a
SUM 149PT,oligomycin a
SUM 159PT,oligomycin a
SUM 229PE,oligomycin a
SUM225CWN,oligomycin a
SUM 52PE,oligomycin a
SUM102PT,oligomycin a
SUM185PE,oligomycin a
SUM44PE,oligomycin a
SW 1271,oligomycin a
SW 1353,oligomycin a
SUM 190,oligomycin a
SW 527,oligomycin a
SW1088,oligomycin a
SW1116,oligomycin a
SW13,oligomycin a
SW1417,oligomycin a
SW1463,oligomycin a
SW1573,oligomycin a
SW1710,oligomycin a
SW1783,oligomycin a
SW1990,oligomycin a
SW403,oligomycin a
SW48,oligomycin a
SW480,oligomycin a
SW620,oligomycin a
SW626,oligomycin a
SW780,oligomycin a
SW837,oligomycin a
SW900,oligomycin a
SW948,oligomycin a
SW982,oligomycin a
T-24,oligomycin a
T3M-10,oligomycin a
T47D,oligomycin a
TE 125.T,oligomycin a
TE 159.T,oligomycin a
TE 441.T,oligomycin a
TE 617.T,oligomycin a
THP-1,oligomycin a
TI-73,oligomycin a
TK10,oligomycin a
TO 175.T,oligomycin a
Toledo,oligomycin a
TYK-nu,oligomycin a
U-118-MG,oligomycin a
U-138 MG,oligomycin a
U-2-OS,oligomycin a
U-266,oligomycin a
U-87-MG,oligomycin a
U-937,oligomycin a
U251,oligomycin a
UACC-257,oligomycin a
UACC-3199,oligomycin a
UACC-62,oligomycin a
UACC-812,oligomycin a
UACC-893,oligomycin a
UM-UC-3,oligomycin a
UMC-11,oligomycin a
UO31,oligomycin a
VCaP,oligomycin a
VM-CUB-1,oligomycin a
VMRC-LCD,oligomycin a
VMRC-RCW,oligomycin a
WIDR,oligomycin a
WM-115,oligomycin a
WM-266-4,oligomycin a
WM-793,oligomycin a
WM-983B,oligomycin a
WSU-DLCL2,oligomycin a
YKG-1,oligomycin a
ZR-75-1,oligomycin a
ZR-75-30,oligomycin a
ZR75B,oligomycin a
184A1,sildenafil
184B5,sildenafil
22RV1,sildenafil
23132-87,sildenafil
600MPE,sildenafil
639-V,sildenafil
647-V,sildenafil
769-P,sildenafil
786-0,sildenafil
A204,sildenafil
A253,sildenafil
A3-KAW,sildenafil
A375,sildenafil
A4-Fuk,sildenafil
A427,sildenafil
A431,sildenafil
A498,sildenafil
A549,sildenafil
A673,sildenafil
A704,sildenafil
ACHN,sildenafil
AMO-1,sildenafil
AN3-CA,sildenafil
ARH-77,sildenafil
AsPC-1,sildenafil
AU565,sildenafil
AU655,sildenafil
BC-1,sildenafil
BC-2,sildenafil
BC-3,sildenafil
BCPAP,sildenafil
BDCM,sildenafil
BE(2)-C,sildenafil
BEWO,sildenafil
BFTC-905,sildenafil
BHT-101,sildenafil
BICR 10,sildenafil
BICR 16,sildenafil
BICR 18,sildenafil
BICR 22,sildenafil
BICR 31,sildenafil
BICR 56,sildenafil
BICR 6,sildenafil
BICR 78,sildenafil
BL-70,sildenafil
BPH-1,sildenafil
BT-20,sildenafil
BT-474,sildenafil
BT-483,sildenafil
BT-549,sildenafil
BV-173,sildenafil
BxPC-3,sildenafil
C-33-A,sildenafil
C-4 I,sildenafil
C-4-II,sildenafil
C2BBe1,sildenafil
C32,sildenafil
Ca-Ski,sildenafil
CAKI-1,sildenafil
Caki-2,sildenafil
CAL-120,sildenafil
CAL-12T,sildenafil
CAL-148,sildenafil
CAL-27,sildenafil
CAL-51,sildenafil
CAL-54,sildenafil
CAL-62,sildenafil
CAL-85-1,sildenafil
Calu-1,sildenafil
Calu-3,sildenafil
Calu-6,sildenafil
CAMA-1,sildenafil
Caov-3,sildenafil
CAPAN-1,sildenafil
Capan-2,sildenafil
CCF-STTG1,sildenafil
CCRF-CEM,sildenafil
CEMC1,sildenafil
CFPAC-1,sildenafil
CGTH-W-1,sildenafil
ChaGo-K-1,sildenafil
CHL-1,sildenafil
CHP-212,sildenafil
CL-34,sildenafil
CL-40,sildenafil
CML-T1,sildenafil
COLO 201,sildenafil
COLO 320DM,sildenafil
COLO-205,sildenafil
COLO-320-HSR,sildenafil
COLO-668,sildenafil
COLO-678,sildenafil
COLO-679,sildenafil
COLO-680N,sildenafil
COLO-684,sildenafil
COLO-699,sildenafil
COLO-704,sildenafil
COLO-741,sildenafil
COLO-792,sildenafil
COLO-800,sildenafil
COLO-824,sildenafil
COLO-829,sildenafil
COLO-849,sildenafil
COR-L105,sildenafil
COR-L23,sildenafil
COR-L279,sildenafil
COR-L51,sildenafil
COR-L88,sildenafil
CRO-AP2,sildenafil
CRO-AP5,sildenafil
CW-2,sildenafil
D-283MED,sildenafil
D341 Med,sildenafil
Daudi,sildenafil
DBTRG-05MG,sildenafil
Detroit562,sildenafil
DG-75,sildenafil
DK-MG,sildenafil
DLD-1,sildenafil
DMS 454,sildenafil
DMS-114,sildenafil
DMS-153,sildenafil
DMS-273,sildenafil
DMS-53,sildenafil
DMS-79,sildenafil
DOHH-2,sildenafil
DoTc2-4510,sildenafil
DU-145,sildenafil
DU-4475,sildenafil
DV-90,sildenafil
EB-3,sildenafil
EBC-1,sildenafil
EFM-19,sildenafil
EFM-192A,sildenafil
EFM-192B,sildenafil
EFM-192C,sildenafil
EFO-21,sildenafil
EFO-27,sildenafil
EKVX,sildenafil
EM-2,sildenafil
EoL-1-cell,sildenafil
EPLC-272H,sildenafil
ES-2,sildenafil
EVSA-T,sildenafil
FADU,sildenafil
G-292    clone A141B1,sildenafil
G-361,sildenafil
G-401,sildenafil
G-402,sildenafil
GA-10,sildenafil
GA-10 (Clone 20),sildenafil
GDM-1,sildenafil
Gp2D,sildenafil
HBL-100,sildenafil
HCC-1171,sildenafil
HCC-1195,sildenafil
HCC-1359,sildenafil
HCC-15,sildenafil
HCC-1833,sildenafil
HCC-2108,sildenafil
HCC-2279,sildenafil
HCC-33,sildenafil
HCC-366,sildenafil
HCC-44,sildenafil
HCC-78,sildenafil
HCC1008,sildenafil
HCC1143,sildenafil
HCC1187,sildenafil
HCC1395,sildenafil
HCC1419,sildenafil
HCC1428,sildenafil
HCC1500,sildenafil
HCC1569,sildenafil
HCC1599,sildenafil
HCC1806,sildenafil
HCC1937,sildenafil
HCC1954,sildenafil
HCC202,sildenafil
HCC2185,sildenafil
HCC2218,sildenafil
HCC2688,sildenafil
HCC2998,sildenafil
HCC3153,sildenafil
HCC38,sildenafil
HCC70,sildenafil
HCC712,sildenafil
HCC812,sildenafil
HCC827,sildenafil
HCT-116,sildenafil
HCT-15,sildenafil
HCT-8,sildenafil
HD-MY-Z,sildenafil
HDQ-P1,sildenafil
HEC-1,sildenafil
HEC-1-A,sildenafil
HEC-108,sildenafil
HEC-151,sildenafil
HEC-251,sildenafil
HEC-265,sildenafil
HEC-59,sildenafil
HEC-6,sildenafil
HEK TE,sildenafil
HEL 92.1.7,sildenafil
HeLa,sildenafil
Hep 3B2.1-7,sildenafil
Hep G2,sildenafil
HEY,sildenafil
Hey-A8,sildenafil
HL-60,sildenafil
HMV-II,sildenafil
HOP-62,sildenafil
HOP-92,sildenafil
HPAF-II,sildenafil
Hs 172.T,sildenafil
Hs 229.T,sildenafil
Hs 255.T,sildenafil
Hs 281.T,sildenafil
Hs 294T,sildenafil
Hs 343.T,sildenafil
Hs 600.T,sildenafil
Hs 606.T,sildenafil
Hs 611.T,sildenafil
Hs 616.T,sildenafil
Hs 618.T,sildenafil
Hs 675.T,sildenafil
Hs 683,sildenafil
Hs 688(A).T,sildenafil
Hs 695T,sildenafil
Hs 698.T,sildenafil
Hs 706.T,sildenafil
Hs 729,sildenafil
Hs 737.T,sildenafil
Hs 739.T,sildenafil
Hs 742.T,sildenafil
Hs 746T,sildenafil
Hs 766T,sildenafil
Hs 819.T,sildenafil
Hs 821.T,sildenafil
Hs 822.T,sildenafil
Hs 834.T,sildenafil
Hs 839.T,sildenafil
Hs 840.T,sildenafil
Hs 852.T,sildenafil
Hs 863.T,sildenafil
Hs 870.T,sildenafil
Hs 888.T,sildenafil
Hs 895.T,sildenafil
Hs 934.T,sildenafil
Hs 936.T,sildenafil
Hs 939.T,sildenafil
Hs 940.T,sildenafil
Hs 944.T,sildenafil
Hs-578-T,sildenafil
HS-Sultan,sildenafil
HSC-2,sildenafil
HT-1080,sildenafil
HT-115,sildenafil
HT-1197,sildenafil
HT-1376,sildenafil
HT-29,sildenafil
HT-3,sildenafil
HT55,sildenafil
HuH-28,sildenafil
HUH-6-clone5,sildenafil
HuH-7,sildenafil
HuNS1,sildenafil
HuP-T3,sildenafil
HuP-T4,sildenafil
HuT 102,sildenafil
HuT 78,sildenafil
HUTU-80,sildenafil
IGROV-1,sildenafil
IM-95,sildenafil
Ishikawa (Heraklio) 02 ER-,sildenafil
J-RT3-T3-5,sildenafil
JEG-3,sildenafil
JeKo-1,sildenafil
JHH-6,sildenafil
JHOC-5,sildenafil
JHOM-1,sildenafil
JHOS-4,sildenafil
JHUEM-2,sildenafil
JIMT-1,sildenafil
JiyoyeP-2003,sildenafil
JM1,sildenafil
Jurkat    Clone E6-1,sildenafil
JVM-3,sildenafil
K-562,sildenafil
K052,sildenafil
KASUMI-1,sildenafil
KASUMI-2,sildenafil
KATOIII,sildenafil
KE-97,sildenafil
KG-1,sildenafil
KHOS-240S,sildenafil
KM12,sildenafil
KMBC-2,sildenafil
KMS-11,sildenafil
KNS-62,sildenafil
KNS-81-FD,sildenafil
KP-3,sildenafil
KP-4,sildenafil
KP-N-S19s,sildenafil
KPL-1,sildenafil
KYSE-140,sildenafil
KYSE-30,sildenafil
KYSE-410,sildenafil
KYSE-450,sildenafil
L-428,sildenafil
LC-1/sq-SF,sildenafil
LCLC-103H,sildenafil
LCLC-97TM1,sildenafil
LN-229,sildenafil
LNCaP-Clone-FGC,sildenafil
LOUCY,sildenafil
LoVo,sildenafil
LOXIMVI,sildenafil
LP-1,sildenafil
LS 180,sildenafil
LS-1034,sildenafil
LS-123,sildenafil
LS-174T,sildenafil
LS-411N,sildenafil
LS-513,sildenafil
LU-135,sildenafil
LU-65,sildenafil
LU-99A,sildenafil
LXF-289,sildenafil
LY2,sildenafil
M14,sildenafil
Malme-3M,sildenafil
MA-CLS-2,sildenafil
MB 157,sildenafil
MC-CAR,sildenafil
MC-IXC,sildenafil
MCF10A,sildenafil
MCF10F,sildenafil
MCF12A,sildenafil
MCF7,sildenafil
MDA PCa 2b,sildenafil
MDA-MB-134-VI,sildenafil
MDA-MB-157,sildenafil
MDA-MB-175-VII,sildenafil
MDA-MB-231,sildenafil
MDA-MB-330,sildenafil
MDA-MB-361,sildenafil
MDA-MB-415,sildenafil
MDA-MB-435,sildenafil
MDA-MB-436,sildenafil
MDA-MB-453,sildenafil
MDA-MB-468,sildenafil
MEC-1,sildenafil
MEG-01,sildenafil
MES-SA,sildenafil
Mewo,sildenafil
MFE-319,sildenafil
MFM-223,sildenafil
MG-63,sildenafil
MHH-PREB-1,sildenafil
MIA-PaCa-2,sildenafil
MKN1,sildenafil
MKN45,sildenafil
MKN7,sildenafil
MKN74,sildenafil
ML-2,sildenafil
MM1-S,sildenafil
MOLM-16,sildenafil
MOLT-16,sildenafil
MOLT-4,sildenafil
MOR/CPR,sildenafil
MPP-89,sildenafil
MSTO-211H,sildenafil
MT3,sildenafil
MV-4-11,sildenafil
MX-1,sildenafil
NALM-1,sildenafil
NALM-6,sildenafil
NB-TU-1-10,sildenafil
NB1,sildenafil
NB4,sildenafil
NC37,sildenafil
NCC-IT-A3,sildenafil
NCI-ADR-RES,sildenafil
NCI-H1048,sildenafil
NCI-H1092,sildenafil
NCI-H1105,sildenafil
NCI-H1155,sildenafil
NCI-H1299,sildenafil
NCI-H1355,sildenafil
NCI-H1373,sildenafil
NCI-H1395,sildenafil
NCI-H1435,sildenafil
NCI-H1436,sildenafil
NCI-H1437,sildenafil
NCI-H146,sildenafil
NCI-H1563,sildenafil
NCI-H1568,sildenafil
NCI-H157,sildenafil
NCI-H1573,sildenafil
NCI-H1581,sildenafil
NCI-H1618,sildenafil
NCI-H1623,sildenafil
NCI-H1650,sildenafil
NCI-H1651,sildenafil
NCI-H1666,sildenafil
NCI-H1694,sildenafil
NCI-H1703,sildenafil
NCI-H1755,sildenafil
NCI-H1770,sildenafil
NCI-H1781,sildenafil
NCI-H1792,sildenafil
NCI-H1793,sildenafil
NCI-H1836,sildenafil
NCI-H1838,sildenafil
NCI-H187,sildenafil
NCI-H1876,sildenafil
NCI-H1915,sildenafil
NCI-H1930,sildenafil
NCI-H1944,sildenafil
NCI-H1963,sildenafil
NCI-H1975,sildenafil
NCI-H1993,sildenafil
NCI-H2009,sildenafil
NCI-H2023,sildenafil
NCI-H2029,sildenafil
NCI-H2030,sildenafil
NCI-H2052,sildenafil
NCI-H2073,sildenafil
NCI-H2081,sildenafil
NCI-H2087,sildenafil
NCI-H209,sildenafil
NCI-H2107,sildenafil
NCI-H2110,sildenafil
NCI-H2122,sildenafil
NCI-H2126,sildenafil
NCI-H2141,sildenafil
NCI-H2170,sildenafil
NCI-H2171,sildenafil
NCI-H2172,sildenafil
NCI-H2196,sildenafil
NCI-H2228,sildenafil
NCI-H226,sildenafil
NCI-H2286,sildenafil
NCI-H23,sildenafil
NCI-H2342,sildenafil
NCI-H2347,sildenafil
NCI-H2405,sildenafil
NCI-H28,sildenafil
NCI-H292,sildenafil
NCI-H295,sildenafil
NCI-H322,sildenafil
NCI-H3255,sildenafil
NCI-H358,sildenafil
NCI-H441,sildenafil
NCI-H446,sildenafil
NCI-H460,sildenafil
NCI-H508,sildenafil
NCI-H510A,sildenafil
NCI-H520,sildenafil
NCI-H522,sildenafil
NCI-H524,sildenafil
NCI-H526,sildenafil
NCI-H596,sildenafil
NCI-H630,sildenafil
NCI-H650,sildenafil
NCI-H660,sildenafil
NCI-H661,sildenafil
NCI-H69,sildenafil
NCI-H716,sildenafil
NCI-H720,sildenafil
NCI-H727,sildenafil
NCI-H747,sildenafil
NCI-H748,sildenafil
NCI-H810,sildenafil
NCI-H82,sildenafil
NCI-H838,sildenafil
NCI-H841,sildenafil
NCI-N87,sildenafil
NCI-SNU-1,sildenafil
NCI-SNU-16,sildenafil
NCI-SNU-5,sildenafil
NOMO-1,sildenafil
NU-DUL-1,sildenafil
NUGC-4,sildenafil
OAW-28,sildenafil
OAW-42,sildenafil
OC-314,sildenafil
OCI-AML3,sildenafil
OCI-LY-7,sildenafil
OCI-LY10,sildenafil
OCI-LY3,sildenafil
OCUB-M,sildenafil
OV-90,sildenafil
OV56,sildenafil
OV7,sildenafil
OVCA 420,sildenafil
OVCAR-3,sildenafil
OVCAR-4,sildenafil
OVCAR-5,sildenafil
OVCAR-8,sildenafil
OVK18,sildenafil
P30-OHK,sildenafil
P31-FUJ,sildenafil
P3HR-1,sildenafil
PA-TU-8902,sildenafil
Panc 02.03,sildenafil
Panc 02.13,sildenafil
Panc 03.27,sildenafil
Panc 04.03,sildenafil
Panc 05.04,sildenafil
Panc 08.13,sildenafil
Panc 10.05,sildenafil
PC-3,sildenafil
PE/CA-PJ15,sildenafil
PE/CA-PJ34 (clone C12),sildenafil
PE/CA-PJ41 (clone D2),sildenafil
PE/CA-PJ49,sildenafil
PE01,sildenafil
PL-21,sildenafil
PL45,sildenafil
PLC-PRF-5,sildenafil
QGP-1,sildenafil
Raji,sildenafil
RCH-ACV,sildenafil
RCM-1,sildenafil
RD-ES,sildenafil
REC-1,sildenafil
REH,sildenafil
RERF-LC-KJ,sildenafil
RKO-E6,sildenafil
RL95-2,sildenafil
RMG-I,sildenafil
RMUG-S,sildenafil
RPMI-2650,sildenafil
RPMI-6666,sildenafil
RPMI-8226,sildenafil
RS4;11,sildenafil
RWPE1,sildenafil
RXF393,sildenafil
Saos-2,sildenafil
SC-1,sildenafil
SCaBER,sildenafil
SCC-15,sildenafil
SCC-25,sildenafil
SCC-4,sildenafil
SCC-9,sildenafil
SCLC-21H,sildenafil
Set-2,sildenafil
SF268,sildenafil
SF295,sildenafil
SF539,sildenafil
SH-10-TC,sildenafil
SH-4,sildenafil
SHP-77,sildenafil
SiHa,sildenafil
SJSA-1,sildenafil
SK-BR-3,sildenafil
SK-BR-5,sildenafil
SK-BR-7,sildenafil
SK-CO-1,sildenafil
SK-LMS-1,sildenafil
SK-LU-1,sildenafil
SK-MEL-1,sildenafil
SK-MEL-2,sildenafil
SK-MEL-28,sildenafil
SK-MEL-3,sildenafil
SK-MEL-5,sildenafil
SK-MES-1,sildenafil
SK-N-AS,sildenafil
SK-N-BE(2),sildenafil
SK-N-DZ,sildenafil
SK-N-FI,sildenafil
SK-NEP-1,sildenafil
SK-OV-3,sildenafil
SK-UT-1,sildenafil
SKM-1,sildenafil
SN12C,sildenafil
SNB19,sildenafil
SNB75,sildenafil
SNG-M,sildenafil
SNU-1,sildenafil
SNU-1040,sildenafil
SNU-16,sildenafil
SNU-175,sildenafil
SNU-182,sildenafil
SNU-387,sildenafil
SNU-398,sildenafil
SNU-423,sildenafil
SNU-449,sildenafil
SNU-475,sildenafil
SNU-5,sildenafil
SNU-61,sildenafil
SNU-81,sildenafil
SNU-840,sildenafil
SNU-C2A,sildenafil
SNU-C4,sildenafil
SNU-C5,sildenafil
Sq-1,sildenafil
SR,sildenafil
SU-DHL-10,sildenafil
SU-DHL-16,sildenafil
SU-DHL-4,sildenafil
SU-DHL-5,sildenafil
SU-DHL-6,sildenafil
SU.86.86,sildenafil
SUIT-2,sildenafil
SUM 1315M02,sildenafil
SUM 149PT,sildenafil
SUM 159PT,sildenafil
SUM 229PE,sildenafil
SUM225CWN,sildenafil
SUM 52PE,sildenafil
SUM102PT,sildenafil
SUM185PE,sildenafil
SUM44PE,sildenafil
SW 1271,sildenafil
SW 1353,sildenafil
SUM 190,sildenafil
SW 527,sildenafil
SW1088,sildenafil
SW1116,sildenafil
SW13,sildenafil
SW1417,sildenafil
SW1463,sildenafil
SW1573,sildenafil
SW1710,sildenafil
SW1783,sildenafil
SW1990,sildenafil
SW403,sildenafil
SW48,sildenafil
SW480,sildenafil
SW620,sildenafil
SW626,sildenafil
SW780,sildenafil
SW837,sildenafil
SW900,sildenafil
SW948,sildenafil
SW982,sildenafil
T-24,sildenafil
T3M-10,sildenafil
T47D,sildenafil
TE 125.T,sildenafil
TE 159.T,sildenafil
TE 441.T,sildenafil
TE 617.T,sildenafil
THP-1,sildenafil
TI-73,sildenafil
TK10,sildenafil
TO 175.T,sildenafil
Toledo,sildenafil
TYK-nu,sildenafil
U-118-MG,sildenafil
U-138 MG,sildenafil
U-2-OS,sildenafil
U-266,sildenafil
U-87-MG,sildenafil
U-937,sildenafil
U251,sildenafil
UACC-257,sildenafil
UACC-3199,sildenafil
UACC-62,sildenafil
UACC-812,sildenafil
UACC-893,sildenafil
UM-UC-3,sildenafil
UMC-11,sildenafil
UO31,sildenafil
VCaP,sildenafil
VM-CUB-1,sildenafil
VMRC-LCD,sildenafil
VMRC-RCW,sildenafil
WIDR,sildenafil
WM-115,sildenafil
WM-266-4,sildenafil
WM-793,sildenafil
WM-983B,sildenafil
WSU-DLCL2,sildenafil
YKG-1,sildenafil
ZR-75-1,sildenafil
ZR-75-30,sildenafil
ZR75B,sildenafil
184A1,17-AAG
184B5,17-AAG
22RV1,17-AAG
23132-87,17-AAG
600MPE,17-AAG
639-V,17-AAG
647-V,17-AAG
769-P,17-AAG
786-0,17-AAG
A204,17-AAG
A253,17-AAG
A3-KAW,17-AAG
A375,17-AAG
A4-Fuk,17-AAG
A427,17-AAG
A431,17-AAG
A498,17-AAG
A549,17-AAG
A673,17-AAG
A704,17-AAG
ACHN,17-AAG
AMO-1,17-AAG
AN3-CA,17-AAG
ARH-77,17-AAG
AsPC-1,17-AAG
AU565,17-AAG
AU655,17-AAG
BC-1,17-AAG
BC-2,17-AAG
BC-3,17-AAG
BCPAP,17-AAG
BDCM,17-AAG
BE(2)-C,17-AAG
BEWO,17-AAG
BFTC-905,17-AAG
BHT-101,17-AAG
BICR 10,17-AAG
BICR 16,17-AAG
BICR 18,17-AAG
BICR 22,17-AAG
BICR 31,17-AAG
BICR 56,17-AAG
BICR 6,17-AAG
BICR 78,17-AAG
BL-70,17-AAG
BPH-1,17-AAG
BT-20,17-AAG
BT-474,17-AAG
BT-483,17-AAG
BT-549,17-AAG
BV-173,17-AAG
BxPC-3,17-AAG
C-33-A,17-AAG
C-4 I,17-AAG
C-4-II,17-AAG
C2BBe1,17-AAG
C32,17-AAG
Ca-Ski,17-AAG
CAKI-1,17-AAG
Caki-2,17-AAG
CAL-120,17-AAG
CAL-12T,17-AAG
CAL-148,17-AAG
CAL-27,17-AAG
CAL-51,17-AAG
CAL-54,17-AAG
CAL-62,17-AAG
CAL-85-1,17-AAG
Calu-1,17-AAG
Calu-3,17-AAG
Calu-6,17-AAG
CAMA-1,17-AAG
Caov-3,17-AAG
CAPAN-1,17-AAG
Capan-2,17-AAG
CCF-STTG1,17-AAG
CCRF-CEM,17-AAG
CEMC1,17-AAG
CFPAC-1,17-AAG
CGTH-W-1,17-AAG
ChaGo-K-1,17-AAG
CHL-1,17-AAG
CHP-212,17-AAG
CL-34,17-AAG
CL-40,17-AAG
CML-T1,17-AAG
COLO 201,17-AAG
COLO 320DM,17-AAG
COLO-205,17-AAG
COLO-320-HSR,17-AAG
COLO-668,17-AAG
COLO-678,17-AAG
COLO-679,17-AAG
COLO-680N,17-AAG
COLO-684,17-AAG
COLO-699,17-AAG
COLO-704,17-AAG
COLO-741,17-AAG
COLO-792,17-AAG
COLO-800,17-AAG
COLO-824,17-AAG
COLO-829,17-AAG
COLO-849,17-AAG
COR-L105,17-AAG
COR-L23,17-AAG
COR-L279,17-AAG
COR-L51,17-AAG
COR-L88,17-AAG
CRO-AP2,17-AAG
CRO-AP5,17-AAG
CW-2,17-AAG
D-283MED,17-AAG
D341 Med,17-AAG
Daudi,17-AAG
DBTRG-05MG,17-AAG
Detroit562,17-AAG
DG-75,17-AAG
DK-MG,17-AAG
DLD-1,17-AAG
DMS 454,17-AAG
DMS-114,17-AAG
DMS-153,17-AAG
DMS-273,17-AAG
DMS-53,17-AAG
DMS-79,17-AAG
DOHH-2,17-AAG
DoTc2-4510,17-AAG
DU-145,17-AAG
DU-4475,17-AAG
DV-90,17-AAG
EB-3,17-AAG
EBC-1,17-AAG
EFM-19,17-AAG
EFM-192A,17-AAG
EFM-192B,17-AAG
EFM-192C,17-AAG
EFO-21,17-AAG
EFO-27,17-AAG
EKVX,17-AAG
EM-2,17-AAG
EoL-1-cell,17-AAG
EPLC-272H,17-AAG
ES-2,17-AAG
EVSA-T,17-AAG
FADU,17-AAG
G-292    clone A141B1,17-AAG
G-361,17-AAG
G-401,17-AAG
G-402,17-AAG
GA-10,17-AAG
GA-10 (Clone 20),17-AAG
